"","hour","x","lat","lon"
"363","2016-01-16 02:00:00",1,43.068021,-89.412087
"364","2016-01-16 03:00:00",0,43.068021,-89.412087
"365","2016-01-16 04:00:00",0,43.068021,-89.412087
"366","2016-01-16 05:00:00",2,43.068021,-89.412087
"367","2016-01-16 06:00:00",1,43.068021,-89.412087
"368","2016-01-16 07:00:00",4,43.068021,-89.412087
"369","2016-01-16 08:00:00",2,43.068021,-89.412087
"370","2016-01-16 09:00:00",8,43.068021,-89.412087
"371","2016-01-16 10:00:00",7,43.068021,-89.412087
"372","2016-01-16 11:00:00",9,43.068021,-89.412087
"373","2016-01-16 12:00:00",10,43.068021,-89.412087
"374","2016-01-16 13:00:00",10,43.068021,-89.412087
"375","2016-01-16 14:00:00",9,43.068021,-89.412087
"376","2016-01-16 15:00:00",8,43.068021,-89.412087
"377","2016-01-16 16:00:00",11,43.068021,-89.412087
"378","2016-01-16 17:00:00",6,43.068021,-89.412087
"379","2016-01-16 18:00:00",8,43.068021,-89.412087
"380","2016-01-16 19:00:00",4,43.068021,-89.412087
"381","2016-01-16 20:00:00",2,43.068021,-89.412087
"382","2016-01-16 21:00:00",2,43.068021,-89.412087
"383","2016-01-16 22:00:00",1,43.068021,-89.412087
"384","2016-01-16 23:00:00",4,43.068021,-89.412087
"385","2016-01-17 00:00:00",0,43.068021,-89.412087
"386","2016-01-17 01:00:00",1,43.068021,-89.412087
"387","2016-01-17 02:00:00",0,43.068021,-89.412087
"388","2016-01-17 03:00:00",0,43.068021,-89.412087
"389","2016-01-17 04:00:00",0,43.068021,-89.412087
"390","2016-01-17 05:00:00",0,43.068021,-89.412087
"391","2016-01-17 06:00:00",0,43.068021,-89.412087
"392","2016-01-17 07:00:00",3,43.068021,-89.412087
"393","2016-01-17 08:00:00",1,43.068021,-89.412087
"394","2016-01-17 09:00:00",2,43.068021,-89.412087
"395","2016-01-17 10:00:00",4,43.068021,-89.412087
"396","2016-01-17 11:00:00",2,43.068021,-89.412087
"397","2016-01-17 12:00:00",3,43.068021,-89.412087
"398","2016-01-17 13:00:00",2,43.068021,-89.412087
"399","2016-01-17 14:00:00",6,43.068021,-89.412087
"400","2016-01-17 15:00:00",4,43.068021,-89.412087
"401","2016-01-17 16:00:00",1,43.068021,-89.412087
"402","2016-01-17 17:00:00",5,43.068021,-89.412087
"403","2016-01-17 18:00:00",2,43.068021,-89.412087
"404","2016-01-17 19:00:00",3,43.068021,-89.412087
"405","2016-01-17 20:00:00",1,43.068021,-89.412087
"406","2016-01-17 21:00:00",3,43.068021,-89.412087
"407","2016-01-17 22:00:00",3,43.068021,-89.412087
"408","2016-01-17 23:00:00",1,43.068021,-89.412087
"409","2016-01-18 00:00:00",1,43.068021,-89.412087
"410","2016-01-18 01:00:00",0,43.068021,-89.412087
"411","2016-01-18 02:00:00",0,43.068021,-89.412087
"412","2016-01-18 03:00:00",0,43.068021,-89.412087
"413","2016-01-18 04:00:00",1,43.068021,-89.412087
"414","2016-01-18 05:00:00",0,43.068021,-89.412087
"415","2016-01-18 06:00:00",6,43.068021,-89.412087
"416","2016-01-18 07:00:00",10,43.068021,-89.412087
